@relation x3

@attribute x numeric
@attribute y numeric
@attribute class {1,2}

@data
-1.23,0.71,2
0.979,-1.17,2
0.898,-0.024,2
-0.424,1.37,2
0.116,-0.553,2
-0.533,2.87,2
-0.889,3.12,2
0.998,-0.484,2
1.17,1.32,2
-0.496,1.14,2
0.486,0.906,2
0.69,-0.12,2
-1.27,0.856,2
0.63,-0.377,2
0.449,0.0925,2
-0.234,1.57,2
0.541,0.807,2
0.817,2.1,2
0.82,1.92,2
2.32,0.47,2
2.03,1.11,2
0.717,-0.456,2
2.31,1.3,2
0.817,1.72,2
1.17,-0.317,2
1.09,0.844,2
0.985,0.919,2
-0.0834,1.61,2
1.7,-0.896,2
0.69,1.25,2
2.18,1.23,2
-1.59,1.51,2
0.854,1.8,2
0.465,0.14,2
-0.497,-0.155,2
-0.797,-0.859,2
-0.266,0.404,2
-0.118,1.2,2
1.57,-0.219,2
-0.777,-0.502,2
0.396,1.87,2
0.366,-0.0205,2
1.06,-0.877,2
2.16,0.672,2
1.27,0.244,2
4.13,-0.541,2
0.936,-2.47,2
2.45,-1.05,2
0.192,-0.111,2
0.855,-0.309,2
0.863,0.0181,2
-0.212,-1.24,2
0.279,2.51,2
1.42,0.594,2
0.591,0.891,2
0.878,-1.43,2
-0.34,3.99,2
-0.126,1.18,2
-0.808,0.664,2
1.68,-0.0241,2
-0.403,0.807,2
-0.438,-0.703,2
0.122,-0.145,2
1.26,-0.379,2
1.92,-1.33,2
0.509,1.5,2
0.209,-0.12,2
-1,-0.0852,2
2.57,-0.151,2
0.955,-0.253,2
1.86,0.105,2
0.407,1.1,2
0.116,-0.893,2
1.34,-0.205,2
1.05,2.18,2
0.547,0.89,2
0.938,0.101,2
-0.0363,-0.858,2
0.416,0.226,2
0.965,-0.0673,2
0.615,-1.68,2
0.222,0.435,2
-0.0976,0.859,2
-0.883,-0.58,2
-0.568,-0.18,2
1.65,0.944,2
1.68,-1.23,2
0.619,2.3,2
0.962,1.51,2
-1.11,0.91,2
1.76,1.63,2
0.571,0.271,2
1.03,0.638,2
2.24,0.614,2
-0.531,0.111,2
0.277,1.23,2
0.544,0.939,2
3.09,1.62,2
1.28,1.9,2
2.09,1.16,2
-0.283,-0.196,2
0.922,1.34,2
0.0293,0.204,2
0.744,0.261,2
-0.258,0.495,2
-1.49,2.68,2
0.0493,1.55,2
-0.658,0.227,2
1.3,-0.485,2
0.351,0.495,2
0.786,0.268,2
0.13,0.00148,2
0.361,-0.0543,2
-1.42,1.52,2
0.963,1.78,2
0.276,0.95,2
-0.637,-0.347,2
0.132,1.37,2
-0.118,0.292,2
1.21,1.57,2
0.629,0.306,2
0.423,-0.0168,2
-0.502,1.3,2
-2.42,0.56,2
1.29,0.18,2
-0.482,0.194,2
0.833,1.8,2
0.347,0.879,2
2.08,0.392,2
-0.402,-0.13,2
1.51,-0.629,2
1.15,-1.14,2
1.29,0.501,2
0.193,-0.514,2
0.53,-0.919,2
0.692,-0.3,2
-1.14,1.41,2
1.82,-0.857,2
0.868,0.13,2
-1.12,-0.806,2
1.19,2.76,2
-0.25,-0.415,2
0.91,3.3,2
0.469,-0.807,2
1.01,-2.18,2
1.28,-1.48,2
0.00331,-0.0349,2
0.435,1.82,2
1.98,-0.878,2
-0.825,0.165,2
-1.03,0.545,2
-1.62,0.0656,2
0.855,-1.19,2
0.729,0.647,2
-0.456,-0.388,2
0.75,-0.16,2
0.717,-0.0289,2
-0.298,-0.804,2
2.28,0.555,2
1.26,-0.042,2
1.21,0.844,2
1.06,-0.267,2
1.53,0.391,2
-0.0589,-0.556,2
1.03,0.33,2
-0.522,0.968,2
1.2,-0.798,2
1.56,-0.435,2
0.447,1.01,2
0.361,-0.886,2
1.3,1.21,2
1.18,-0.345,2
0.664,-0.0996,2
0.165,0.31,2
2.41,0.773,2
1.5,1.46,2
1.26,0.663,2
-0.977,0.293,2
1.27,0.172,2
0.134,-1.44,2
1.58,1.3,2
0.372,-0.648,2
1.28,-0.264,2
1.88,1.35,2
-1.26,-1.48,2
4.18,0.164,2
0.885,0.891,2
-0.028,0.326,2
2.07,1.12,2
1.2,1.43,2
1.71,0.0968,2
-0.17,0.174,2
0.0261,0.268,2
1.17,-0.122,2
-0.627,0.794,2
1.12,2.21,2
3.28,1.13,2
-0.197,0.123,2
2.41,1.25,2
0.0549,1.49,2
1.73,1.66,2
0.281,-0.0791,2
-0.0289,1.18,2
0.45,-0.178,2
2.75,0.69,2
0.677,2.29,2
3.89,1.52,2
-0.119,-0.341,2
1.53,-0.357,2
0.365,1.42,2
-0.866,-0.616,2
1.31,-1.19,2
0.933,0.724,2
1.12,-0.279,2
0.247,0.631,2
2.68,0.756,2
1.15,0.431,2
1.74,0.657,2
-0.44,0.181,2
0.771,0.331,2
1.02,0.672,2
1.21,0.272,2
0.902,1.47,2
0.778,-0.875,2
0.413,0.642,2
0.602,1.29,2
-0.366,1.07,2
-0.0269,0.145,2
1.16,-0.183,2
-0.283,0.995,2
-0.0292,-1.34,2
-0.946,1.63,2
1.38,1.23,2
1.36,0.73,2
-1.63,-0.776,2
-0.0503,1.46,2
2.06,-0.183,2
0.707,-0.0365,2
0.735,0.368,2
-2.65,-0.0769,2
1.78,0.658,2
1.59,0.449,2
2.38,0.781,2
-0.811,-0.621,2
1.77,-0.0139,2
0.672,1.3,2
-0.123,2.46,2
0.224,0.901,2
1.36,0.592,2
1.09,0.664,2
1.84,1.31,2
-0.564,2.04,2
0.633,-0.575,2
0.898,0.899,2
-0.213,-0.802,2
0.304,-0.795,2
2.06,-0.503,2
-0.083,-0.771,2
-0.526,1.8,2
-0.191,1.33,2
2.29,1.08,2
-0.0658,0.393,2
-0.47,2.71,2
0.026,0.833,2
-1.88,0.75,2
0.492,0.181,2
0.825,0.683,2
-0.259,-0.223,2
0.517,-0.235,2
0.0284,0.00612,2
-0.0706,-1.29,2
-0.865,-0.14,2
1.84,0.822,2
0.543,1.99,2
0.834,1.04,2
-0.0798,1.14,2
-0.484,1.05,2
-0.63,1.54,2
-0.678,-0.61,2
0.0398,0.817,2
1.01,-0.347,2
1.37,0.71,2
2.39,-0.814,2
-0.464,-0.569,2
0.56,1.49,2
2.9,0.739,2
0.577,-0.523,2
0.72,0.106,2
0.81,0.905,2
1.96,0.272,2
0.26,-0.593,2
-0.172,0.391,2
1.55,0.972,2
2.53,1.5,2
-0.0523,1.3,2
1.32,-0.0312,2
0.411,0.168,2
0.157,-1.26,2
-0.846,-0.718,2
-0.489,0.94,2
1.55,-0.674,2
-0.623,-0.795,2
-1.19,-0.202,2
0.886,0.779,2
1.12,-0.327,2
-1.02,0.855,2
0.748,0.626,2
-0.567,-1.18,2
1.78,-0.262,2
-0.675,0.866,2
0.889,0.204,2
0.501,-0.15,2
-1.27,0.214,2
1.36,-0.0494,2
-0.309,1.4,2
-0.389,-0.459,2
-0.211,-1.25,2
0.177,2.78,2
0.492,1.15,2
0.713,2.45,2
1.86,0.225,2
0.163,0.98,2
0.0465,0.0445,2
1.34,-0.694,2
1.43,-0.236,2
-0.467,-0.58,2
-0.716,0.993,2
0.303,1.35,2
0.484,-0.728,2
0.199,1.88,2
0.336,-0.103,2
1.18,1.08,2
2.16,0.23,2
0.447,-0.0333,2
-1.41,1.64,2
2.25,1.14,2
0.485,-0.476,2
-0.0834,0.699,2
0.1,-0.0837,2
0.47,2.17,2
1.61,2.23,2
0.588,0.443,2
2.2,1.31,2
-0.527,2.02,2
0.461,0.775,2
1.65,-2.03,2
-0.0823,-1.41,2
0.798,-0.15,2
-0.387,-0.16,2
-0.254,-0.425,2
1.88,2.66,2
0.478,1.23,2
0.349,2.11,2
2.02,-0.489,2
1.95,0.918,2
1.51,1.65,2
0.802,0.98,2
0.428,1.01,2
-0.287,-0.628,2
0.413,-0.0704,2
0.459,0.873,2
1.12,-0.743,2
0.621,0.283,2
-0.591,0.747,2
1.29,1.76,2
2.36,0.369,2
1.25,0.866,2
1.4,0.822,2
1.25,1.37,2
1.31,1.55,2
1.04,0.968,2
1.12,1.51,2
0.578,0.116,2
-0.987,-0.551,2
0.721,2.05,2
1.79,1.09,2
-0.05,1.89,2
-1.91,0.821,2
0.989,0.534,2
0.608,0.897,2
1.15,0.0648,2
0.958,2.42,2
1.34,0.0159,2
1.5,0.648,2
1.5,-0.272,2
-1.08,-0.00729,2
-0.62,0.069,2
0.437,3.01,2
0.689,-0.166,2
0.869,0.321,2
1.36,2.08,2
2.29,0.0032,2
1.43,1.37,2
1,1.05,2
-1.25,-0.593,2
0.00955,-1.36,2
0.544,-0.0772,2
-0.696,-0.149,2
-0.901,-0.104,2
0.407,1.1,2
1.62,0.974,2
0.33,1.07,2
0.983,1.32,2
0.718,-0.28,2
0.534,0.556,2
-1.04,0.785,2
1,0.775,2
-0.373,2.88,2
-0.997,0.732,2
-0.167,0.487,2
-1.65,1.68,2
2.26,0.455,2
1.18,0.303,2
1.59,1.29,2
-0.207,0.0122,2
2.46,1.36,2
1.35,0.394,2
1.92,2.79,2
-2.05,1.35,2
0.379,0.781,2
1.13,0.564,2
1.87,-0.011,2
-0.825,0.667,2
-1.54,-1.1,2
-0.889,-0.145,2
1.4,-0.586,2
-0.428,1.41,2
1.5,-0.519,2
1.53,1.16,2
0.571,-0.982,2
-0.833,-0.873,2
1.34,-0.0522,2
0.974,-0.101,2
-0.198,-0.357,2
-0.63,1.27,2
0.211,1.49,2
-0.123,0.593,2
0.422,-0.83,2
0.125,-0.337,2
1.26,0.846,2
-0.371,0.46,2
0.919,-0.523,2
0.732,0.371,2
0.507,0.156,2
0.129,-1.08,2
1.62,-0.559,2
1.21,-1.63,2
-0.348,-1.52,2
2.2,1.22,2
-1.07,-0.575,2
-0.214,1.49,2
0.407,1.25,2
0.912,0.787,2
0.641,0.736,2
0.49,0.61,2
1.35,1.94,2
0.944,-0.541,2
0.0519,0.984,2
0.92,1.45,2
0.405,0.433,2
0.728,1.74,2
1.47,1.23,2
-0.12,-0.772,2
-0.364,0.161,2
0.796,0.755,2
0.351,1.17,2
0.113,-0.557,2
2.26,-0.805,2
2.55,0.162,2
1.03,-0.0303,2
-0.871,0.633,2
0.674,0.282,2
1.16,0.629,2
-0.582,0.843,2
0.361,0.973,2
0.229,0.876,2
0.0633,0.382,2
-0.753,1.11,2
1.83,0.176,2
-0.102,-0.499,2
-0.264,-1.22,2
0.404,-1.22,2
1.83,1.29,2
-0.532,2.1,2
-0.372,-0.0198,2
0.568,0.416,2
-0.34,0.0898,2
0.613,0.388,2
1.41,-0.473,2
1.53,1.37,2
1.75,-0.217,2
-1.14,-0.603,2
1.46,0.34,2
1.42,-0.375,2
0.0578,0.762,2
1.35,2.58,2
-0.211,0.298,2
1.51,-0.168,2
1.9,0.0679,2
-0.863,2.17,2
1.09,1.51,2
0.0703,0.854,2
-0.905,0.107,2
-1.07,-0.84,2
0.967,1.12,2
1.59,0.937,2
2.12,2.54,2
0.485,0.542,2
2.03,0.946,2
0.431,0.799,2
-1.96,2.44,2
1.32,-0.31,2
0.934,0.617,2
2.07,1.03,2
2.02,-0.158,2
-0.0819,0.735,2
0.401,0.365,2
-1.39,-0.989,2
0.648,1.45,2
2.79,0.355,2
0.572,1.21,2
1.74,0.996,2
1.06,-1.44,2
2.93,0.847,2
-0.476,0.965,2
0.4,0.219,2
0.914,0.797,2
1.66,-0.478,2
-0.657,0.445,2
1.64,1.27,2
0.572,2.4,2
-0.611,0.551,2
-0.133,-0.608,2
0.253,0.56,2
2.53,0.168,2
1.18,-0.306,2
0.505,1.38,2
-0.402,0.517,2
0.132,0.147,2
0.809,0.829,2
-0.288,-0.473,2
0.478,0.838,2
0.516,-0.231,2
0.655,2.62,2
0.384,1.79,2
1.71,-1.14,2
0.109,1.97,2
-0.116,1.35,2
-0.143,1.4,2
0.237,0.47,2
3.96,-0.778,2
1.51,1.71,2
-0.0862,-1.9,2
1.9,0.598,2
-0.606,0.6,2
-1.17,1.3,2
0.798,0.974,2
1.69,-1.76,2
-0.688,1.42,2
1.56,0.371,2
0.863,0.98,2
1.37,1.11,2
0.414,0.162,2
0.174,-0.844,2
-1.24,1.14,2
1.97,-0.317,2
-1.21,-0.0374,2
0.502,-0.518,2
0.642,0.92,2
0.481,1.43,2
0.811,2.21,2
0.173,-1.66,2
-0.657,1.02,2
0.761,0.864,2
0.313,2.6,2
1.51,0.438,2
1.54,-0.335,2
0.141,-0.267,2
0.955,2.58,2
0.834,0.0264,2
0.817,0.267,2
-1.49,-0.461,2
0.526,2.7,2
-0.301,0.292,2
-0.353,-0.133,2
-0.661,1.86,2
0.718,-0.919,2
1.14,0.878,2
0.0367,-0.2,2
-0.612,1.38,2
0.776,0.281,2
1.62,-1.95,2
1.23,0.0127,2
0.511,0.604,2
0.607,0.354,2
-0.322,1.54,2
-0.191,1.58,2
0.567,2.13,2
-0.269,-1.73,2
-0.945,-0.303,2
1.06,-0.0451,2
-1.35,0.167,2
-1.28,0.0368,2
-1.16,0.51,2
-0.284,0.127,2
-0.26,1.71,2
0.859,2.1,2
-1.33,0.23,2
0.619,1.74,2
1.25,-0.975,2
1.61,0.96,2
0.773,-0.711,2
-0.476,0.481,2
0.894,1.91,2
1.19,0.442,2
0.765,0.189,2
-0.145,0.251,2
-0.12,1.49,2
0.544,1.66,2
-1.79,0.95,2
-0.109,0.761,2
-0.307,-0.166,2
0.723,2.74,2
0.00138,1.05,2
0.155,0.402,2
-1.56,-1.18,2
1.3,-0.629,2
1.54,1.14,2
1.49,0.498,2
2.34,0.749,2
2.18,0.174,2
-0.443,0.16,2
1.16,-0.0777,2
0.431,-0.164,2
0.884,0.343,2
-0.301,0.568,2
0.977,0.163,2
0.728,0.383,2
1.46,0.886,2
1.06,1.47,2
0.394,-1.19,2
-0.751,-0.39,2
0.845,1.29,2
0.7,0.27,2
-0.0378,2.31,2
-0.37,0.523,2
0.373,1.37,2
0.282,0.955,2
-0.586,-1.21,2
1.13,0.155,2
0.743,0.184,2
-0.104,1.62,2
1.56,2.16,2
1.25,0.368,2
1.08,-0.336,2
0.352,0.142,2
-0.791,2.73,2
0.252,-0.375,2
0.374,-0.199,2
1.11,0.907,2
-0.559,-0.159,2
1.78,2.07,2
1.18,0.517,2
2.69,-0.0967,2
-0.0229,0.571,2
1.71,-0.609,2
1.04,0.204,2
-0.159,1.61,2
0.499,-0.333,2
1,1.28,2
0.875,-1.36,2
-0.905,0.0612,2
0.251,-0.259,2
1.39,-2.06,2
1.47,0.625,2
1.17,0.233,2
-0.622,0.297,2
0.146,2.58,2
0.625,1.24,2
0.787,1.87,2
0.548,0.0267,2
0.103,-1.32,2
0.911,0.977,2
-1.23,2.34,2
1.32,1.78,2
0.62,1.27,2
-1.14,0.541,2
-0.226,-0.384,2
-1.17,-0.649,2
-0.965,-1.95,2
0.657,-0.039,2
-0.572,1.55,2
2.25,-1.44,2
1.78,0.0228,2
0.813,0.965,2
-0.114,0.876,2
1.97,0.778,2
0.803,-0.0618,2
-0.0156,2.83,2
0.248,0.438,2
-0.135,1.55,2
-0.718,0.917,2
1.01,-0.768,2
1.07,0.642,2
-0.153,2.61,2
-0.0349,0.0265,2
-0.75,-1.05,2
-0.394,0.98,2
0.449,-0.531,2
-0.0728,1.27,2
0.98,0.513,2
0.0155,-0.381,2
-0.144,-1.02,2
0.54,1.17,2
-0.136,1.16,2
2.18,1.7,2
0.512,-1.13,2
0.989,0.0765,2
2.24,1.29,2
0.516,0.257,2
2.41,-0.523,2
-0.984,-0.469,2
-0.468,-1.42,2
1.43,0.385,2
-0.125,-0.48,2
0.0985,0.0866,2
-1.28,0.00646,2
-0.629,2.2,2
-0.681,1.18,2
2.27,-0.74,2
1.45,0.568,2
1.56,0.917,2
-1.15,0.678,2
-1.17,2.18,2
2.03,0.215,2
1.21,-0.0337,2
-1.54,-0.457,2
1.55,-0.806,2
0.00321,-1.39,2
-2.15,-1.47,2
1.21,1.08,2
1.15,-0.597,2
-0.228,2.3,2
-0.524,0.519,2
0.47,2.42,2
0.0373,0.877,2
1.2,1.8,2
0.856,-1.32,2
-0.228,0.263,2
2.44,0.185,2
0.921,-0.723,2
1.12,1.38,2
0.0394,0.597,2
1.01,-0.538,2
-0.297,-0.0927,2
-1.5,-1.4,2
1.36,0.813,2
0.814,-0.177,2
2.68,-0.284,2
1.59,0.409,2
1.79,-0.158,2
-1.7,0.32,2
1.15,1.1,2
-0.713,0.205,2
1.91,1.46,2
-1.57,0.584,2
1.34,-0.647,2
2.75,1.13,2
-0.137,0.193,2
0.325,0.329,2
2.23,-0.141,2
0.665,0.965,2
-0.557,0.721,2
0.00418,0.795,2
0.858,-1.05,2
-0.712,2.68,2
1.13,0.691,2
-0.473,-0.0551,2
1.54,0.109,2
1.2,0.291,2
0.0564,1.42,2
-0.553,-0.241,2
1.86,-0.921,2
-0.951,-0.47,2
-0.863,1.2,2
0.914,0.789,2
0.858,1.09,2
-1.14,0.0233,2
1.83,0.597,2
0.299,1.33,2
-0.268,2.21,2
1.87,0.412,2
2.04,1.11,2
0.209,1.14,2
-0.417,0.99,2
2.27,0.311,2
0.234,0.0511,2
1.19,-1.05,2
0.611,0.269,2
0.817,0.601,2
-0.662,-0.711,2
-0.00833,0.839,2
1.15,1.04,2
1.24,1.56,2
2.49,-0.186,2
1.41,2.02,2
1.22,0.959,2
0.645,1.83,2
1.37,-1.28,2
0.528,0.595,2
-0.0453,1.36,2
0.688,-0.481,2
-0.392,0.481,2
-0.464,0.48,2
-0.00508,0.672,2
-0.0885,0.616,2
-0.592,1.98,2
1.26,2.14,2
1.08,0.808,2
0.155,0.238,2
1.3,0.419,2
0.959,0.436,2
2.08,0.455,2
-0.432,-1.65,2
1.25,0.229,2
1.11,-1.62,2
-2.32,0.996,2
-0.748,0.943,2
-1.25,0.136,2
0.955,-0.815,2
2.9,-0.308,2
2.85,-2.77,2
2.39,0.789,2
0.473,1.68,2
1.89,0.0109,2
-0.444,-0.343,2
0.683,-0.608,2
-0.161,1.31,2
-0.753,-0.376,2
-1.14,0.173,2
0.293,0.783,2
0.228,1.45,2
1.44,-0.535,2
0.845,-1.05,2
0.359,0.397,2
0.266,0.785,2
0.202,1.28,2
0.447,-0.303,2
0.383,0.742,2
1.27,-0.0532,2
-0.968,1.89,2
-1.19,1.34,2
-0.53,1.07,2
-1.02,0.515,2
-0.661,0.173,2
0.571,0.361,2
-0.0637,1.59,2
0.597,0.705,2
0.978,-1.34,2
0.719,0.56,2
1.46,0.953,2
-0.751,0.372,2
0.0794,1.08,2
0.132,0.408,2
-0.189,0.561,2
0.694,1.17,2
0.452,-0.0288,2
1.39,2.28,2
0.861,0.398,2
1.84,-0.222,2
-0.34,0.236,2
-1.6,0.883,2
0.756,-0.951,2
0.121,1.31,2
0.167,1.2,2
-0.202,0.803,2
0.578,0.301,2
0.844,0.454,2
-0.946,0.827,2
0.644,0.477,2
0.655,1.29,2
-1.13,1.89,2
1.05,-0.198,2
2.41,0.334,2
0.152,0.632,2
-0.609,0.64,2
1.95,-0.283,2
-1.05,-1.06,2
0.0678,0.703,2
-1.05,1.48,2
-1.42,2.27,2
0.481,-2.6,2
0.504,0.475,2
0.828,-1.15,2
0.83,-0.806,2
1.82,0.855,2
0.551,0.581,2
-1.05,-0.872,2
1.58,0.567,2
1.29,-1.04,2
0.436,0.346,2
-0.807,-0.382,2
0.677,1.19,2
-1.5,1.31,2
0.14,0.0127,2
0.791,0.138,2
0.835,0.148,2
0.202,0.597,2
0.592,0.717,2
-0.0614,-0.157,2
0.982,0.615,2
1.17,1.29,2
-0.354,-0.817,2
2.22,0.254,2
-1.56,0.788,2
0.645,-0.724,2
-1.25,0.596,2
-0.481,1.91,2
0.116,0.552,2
1.28,-0.0547,2
0.0608,0.906,2
-1.69,0.576,2
0.502,1.66,2
0.00735,0.361,2
0.14,-1.7,2
0.72,-0.103,2
1.34,-1.12,2
0.518,0.936,2
-0.712,0.0832,2
1.82,1.5,2
-0.5,0.339,2
0.0941,1.48,2
1.21,1.11,2
1.34,1.92,2
1.85,1.37,2
2.31,0.178,2
0.782,1.89,2
-0.246,-0.0659,2
-0.167,-0.101,2
0.472,-0.729,2
-0.607,2.1,2
0.781,0.659,2
1.98,0.0337,2
-1.41,-1.45,2
-0.519,2.36,2
0.0643,1.59,2
-0.624,1.16,2
-0.0878,0.119,2
-1.19,0.664,2
0.378,1.36,2
1.48,-1.27,2
2.31,0.177,2
0.623,0.386,2
0.543,-0.0434,2
0.702,1.88,2
0.782,0.212,2
0.398,2.13,2
0.128,0.515,2
1.65,1.14,2
2.02,-1.19,2
1.03,1.38,2
0.403,-0.0626,2
-0.728,0.402,2
1.04,1.28,2
1.23,-0.784,2
1.15,0.425,2
0.956,0.285,2
-0.786,0.893,2
2.84,0.387,2
2.62,-0.825,2
1.21,0.377,2
1.39,0.879,2
-0.366,0.053,2
-0.0127,-0.545,2
1.59,-1.07,2
0.616,0.112,2
0.29,-1.48,2
0.895,0.77,2
-0.267,0.728,2
-0.026,0.987,2
0.346,-0.797,2
0.891,1.07,2
-0.291,0.991,2
0.443,1.17,2
0.575,0.911,2
1.22,2.07,2
1.22,0.387,2
1.93,0.282,2
1.85,-1.72,2
2.09,0.384,2
-0.996,-0.201,2
0.333,0.616,2
-0.214,1.26,2
0.423,-0.174,2
0.65,-0.524,2
-1.2,1.33,2
-1.14,0.65,2
1.37,1.08,2
-0.572,-0.294,2
0.483,0.593,2
0.283,1.58,2
-1.24,-1.17,2
0.562,-1.5,2
1.42,0.769,2
1.15,1.1,2
-0.786,0.48,2
-0.222,1.34,2
-0.916,-0.0565,2
2.67,0.0822,2
0.814,-1.27,2
0.702,-0.858,2
0.767,1.05,2
1.01,-0.138,2
1.36,0.225,2
0.065,1.13,2
2.13,-0.575,2
0.662,-0.311,2
0.35,-0.36,2
-1.32,-0.716,2
1.1,-1.96,2
-0.308,0.136,2
0.517,-0.69,2
1.24,1.65,2
-0.302,0.265,2
1.27,0.535,2
0.049,1.36,2
-0.121,0.534,2
-1.15,-1.34,2
-0.287,0.16,2
0.828,1.47,2
-0.091,-0.0585,2
0.354,1.4,2
0.128,1.02,2
1.02,0.354,2
0.449,0.00403,2
-1.47,-1.53,2
2.34,1.06,2
0.982,0.434,2
-0.428,1.41,2
0.736,-0.579,2
1.47,0.312,2
0.576,0.211,2
-1.09,0.891,2
1.72,0.925,2
1.69,0.908,2
-1.52,0.106,2
0.474,1.3,2
1.53,1.5,2
-0.383,1.28,2
0.74,0.32,2
0.534,-0.0957,2
0.324,0.113,2
0.903,0.261,2
0.869,1.36,2
0.498,-0.709,2
0.291,1.39,2
0.22,1.85,2
0.891,-0.176,2
0.362,0.583,2
1.07,-0.103,2
0.676,1.76,2
0.772,0.627,2
-0.291,0.807,2
0.628,-0.264,2
0.914,2.22,2
0.228,-0.0592,2
0.987,1.02,2
-0.288,0.912,2
-0.596,0.968,2
0.712,0.452,2
-0.469,0.175,2
0.931,2,2
1.36,0.168,2
0.161,-0.00903,2
1.26,0.625,2
1.44,2.04,2
0.924,1.39,2
0.606,-0.884,2
0.35,-0.503,2
0.5,1.04,2
0.321,2.18,2
-0.288,2.17,2
0.135,0.0619,2
1.12,0.458,2
0.711,0.217,2
1.16,2.85,2
-0.45,0.433,2
1.68,0.844,2
1.67,0.967,2
0.759,-0.0625,2
0.604,1.29,2
0.247,1.96,2
1.03,-1.11,2
1.14,3.01,2
1.57,1.7,2
-1.74,1.1,2
1.59,1.27,2
1.44,-0.82,2
0.222,-0.214,2
-0.0641,-0.288,2
0.56,0.492,2
0.862,0.835,2
-0.0667,1.19,2
-0.251,2.15,2
0.938,-0.781,2
0.818,-0.0257,2
0.879,0.997,2
2.38,0.486,2
0.786,-0.169,2
1.76,0.254,2
0.773,1.28,2
1.43,-0.435,2
0.441,0.5,2
2.53,0.736,2
0.4,1.51,2
-0.353,-0.642,2
1.02,-1.07,2
-0.268,1.03,2
1.34,-0.207,2
0.332,1.93,2
1.46,1.25,2
0.373,1.67,2
1.3,1.2,2
-0.892,0.395,2
-0.531,0.0561,2
0.0549,1.34,2
0.569,1.38,2
0.703,0.622,2
-1.91,-0.223,2
2.57,0.442,2
-0.211,0.0132,2
-1.48,1.03,2
-0.39,0.359,2
1.62,1.98,2
-1.31,2.13,2
1.48,-0.711,2
-2.29,0.662,2
-0.881,1.02,2
-1.04,-0.51,2
0.572,-0.164,2
0.407,0.472,2
1.03,3.27,2
0.751,1.06,2
-2.6,1.96,2
-1.06,0.362,2
-0.239,-0.392,2
1.73,0.987,2
1.41,-0.134,2
2.16,-1.13,2
0.0605,-0.0447,2
-0.285,-0.372,2
2.4,0.955,2
1.52,0.508,2
0.578,2.01,2
0.0177,0.402,2
0.0239,-0.00742,2
0.416,0.0475,2
-1.06,1.64,2
0.735,-0.249,2
1.79,0.886,2
-0.975,0.132,2
0.777,1.45,2
-0.077,0.838,2
-0.964,0.321,2
0.947,0.337,2
0.441,-0.904,2
2.71,2.1,2
-0.558,0.527,2
0.288,0.919,2
0.88,0.985,2
-0.273,-0.922,2
0.93,0.855,2
0.424,2.05,2
1.25,-0.782,2
1.6,1.38,2
2.01,0.319,2
0.9,-0.105,2
1.68,0.872,2
-0.25,0.177,2
0.749,1.19,2
-0.0612,1.03,2
0.317,1.39,2
1.26,1.16,2
0.731,0.144,2
-0.641,-0.218,2
-0.713,1.75,2
-0.484,0.365,2
1.89,1.24,2
-0.777,-0.891,2
-0.673,0.606,2
0.512,-0.442,2
-0.491,1.42,2
-0.0126,0.0576,2
1.16,0.473,2
-1.26,-0.509,2
1.98,0.48,2
1.71,1.16,2
-1.7,-0.229,2
1.19,-0.522,2
1.5,1.57,2
1.02,-0.372,2
2.42,-0.0522,2
1.23,-0.883,2
-1.82,1.81,2
1.07,0.849,2
2.41,0.321,2
-1.29,0.512,2
0.497,-0.355,2
0.91,0.951,2
-1.66,1.5,2
0.73,0.561,2
0.177,1.66,2
0.772,1.01,2
-0.674,0.802,2
-1.41,1.29,2
2.35,1.61,2
2.94,0.607,2
2.08,0.268,2
1.18,1.07,2
-0.12,0.858,2
0.352,1.07,2
1.51,0.427,2
-0.206,0.601,2
1.61,0.279,2
-0.0432,1.13,2
-0.445,0.284,2
-1.09,0.417,2
0.142,0.11,2
-0.0229,2.75,2
0.284,1.52,2
0.115,0.31,2
-0.184,1.23,2
1.12,1.86,2
0.884,0.388,2
-0.234,0.146,2
1.75,1.92,2
1.09,0.821,2
1.23,0.896,2
-0.483,0.518,2
0.737,1.5,2
-0.156,0.389,2
1.55,0.734,2
-0.387,-0.701,2
0.381,0.913,2
1.64,-1.15,2
0.627,0.178,2
1.03,-1.24,2
0.89,0.171,2
0.983,-1.32,2
0.224,1.33,2
-0.363,0.38,2
2.62,0.101,2
0.251,-0.0602,2
0.395,-0.0985,2
3.39,0.059,2
-0.264,0.248,2
1.02,-0.173,2
1.45,1.8,2
-0.724,0.271,2
0.294,1.26,2
0.843,2.09,2
1.67,-0.637,2
0.812,-0.819,2
-0.169,-0.201,2
-1.04,0.728,2
-0.109,1.42,2
2.35,-0.0333,2
-0.0387,2.2,2
0.323,1.31,2
0.581,0.494,2
2.45,0.729,2
0.635,-0.226,2
1.12,0.814,2
1.62,1.63,2
0.0661,1.33,2
1.38,0.646,2
1.68,0.174,2
-0.809,0.729,2
1.2,-0.669,2
1.91,1.92,2
-0.546,-0.505,2
-0.238,-0.444,2
0.365,0.0774,2
2.1,0.119,2
0.735,0.191,2
0.841,1.05,2
-0.516,-1.13,2
-1.31,0.465,2
1.18,-0.391,2
-1.39,2.72,2
-0.438,-1.04,2
0.66,0.131,2
-0.512,0.613,2
1.38,-0.0823,2
-0.218,-0.173,2
0.18,2.11,2
1.56,0.801,2
0.851,1.45,2
-0.133,-0.359,2
2.25,-0.0561,2
